"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Familiar:Reasonsboxes","Independent from big companies:Reasonsboxes","Recommended by a friend:Reasonsboxes","Customizable:Reasonsboxes","Different from the usual:Reasonsboxes","Open-source:Reasonsboxes","Friendly:Reasonsboxes","Fast at loading pages:Reasonsboxes","Popular:Reasonsboxes","Stable- doesn’t crash:Reasonsboxes","Loved by the tech press:Reasonsboxes","Cool:Reasonsboxes","Easy to find on my computer:Reasonsboxes","Simple to use:Reasonsboxes","Full of features:Reasonsboxes","Secure:Reasonsboxes","Private:Reasonsboxes","Efficient:Reasonsboxes","Socially responsible:Reasonsboxes","Has a good reputation:Reasonsboxes","On my side:Reasonsboxes","Something I've been using for years:Reasonsboxes","Distinctive:Reasonsboxes","New Hidden Value","Loyal:Affect","Admiring:Affect","Friendly:Affect","Enthusiastic:Affect","Hooked:Affect","Disgusted:Affect","Frustrated:Affect","Unsatisfied:Affect","Annoyed:Affect","Turned off:Affect","Used an online encyclopedia such as Wikipedia:TasksA","Checked the weather online:TasksA","Visited a group-buying / deal site such as Groupon:TasksA","Watched a vlog:TasksA","Visited an online retail site or store such as Amazon:TasksA","Made a phone call over the internet:TasksA","Listened to an online radio station / service:TasksA","Uploaded / shared a video:TasksA","Used a music-streaming service:TasksA","Used an online dating service:TasksA","Listened to or watched a podcast:TasksA","Used a price comparison service:TasksA","Visited / used a blogging service:TasksA","Used voice search or voice command tools (e.g. Siri, Cortana):TasksA","Posted a comment in a forum:TasksA","Visited a job / recruitment site:TasksA","Visited a business news website:TasksA","Used a chat or instant messaging service:TasksA","I have not done any of these tasks in the last 7 days:TasksA","Visited a travel / vacation website:TasksB","Used a search engine:TasksB","Purchased a product online:TasksB","Used a map or directions service:TasksB","Read or sent an email:TasksB","Posted a review of a product, company or service:TasksB","Visited / used a social network:TasksB","Visited an online casino, gambling, betting or lottery service:TasksB","Used website to order take-away food for delivery:TasksB","Watched sports coverage or highlights online:TasksB","Sold a product online:TasksB","Uploaded / shared a photo:TasksB","Used an internet banking service:TasksB","Visited an online auction site:TasksB","Watched a video clip or visited a video-sharing site:TasksB","Visited a news website:TasksB","Searched for a product or service you want to buy:TasksB","Used a chat or instant messaging service:TasksB","I have not done any of these tasks in the last 7 days:TasksB","Opensource:Shared Values","Independant:Shared Values","NetNeutrality:Shared Values","Available:Shared Values","Privacy:Shared Values","workhours","nonworkhours","primaryness"
"582","Sep 14, 2018 7:13:22 pm","Sep 14, 2018 7:18:26 pm","Complete","","","English","","","1536977602_5b9c6ac2ca0e33.47514383","","","","62.0","1","google-2018","0","54e59c71-c86f-4267-a42e-e2ba2487f1f4","","","","","","","","","Fast","","Stable","","","","Simple","","Secure","","","","","","","","09/14/2018","3","0","3","2","3","0","3","0","0","0","39","","","","43","","","","","","49","","","","","","","","","","2","","4","5","6","7","","","","","12","","","","","17","","","0","2","4","4","4","0","3","FF only"
"583","Sep 14, 2018 7:15:52 pm","Sep 14, 2018 7:18:45 pm","Complete","","","English","","","1536977752_5b9c6b58006ea1.04759850","","","","61.0.2","1","ddg","0","ebfa5854-9cc1-47c8-90b7-47e019c0dc29","","","Independent","","","","Opensource","","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","Socially responsible","","","","","09/14/2018","0","0","0","2","0","0","1","0","0","0","39","","","42","43","","45","","47","","49","50","51","","53","54","55","56","","1","2","3","4","5","6","7","","","","","12","","14","15","16","17","","","4","2","4","4","4","0","24","FF only"
"584","Sep 14, 2018 7:15:58 pm","Sep 14, 2018 7:21:21 pm","Complete","","","English","","","1536977757_5b9c6b5df1e378.74340252","","","","61.0.2","1","google-2018","0","be76acf2-5827-412e-8896-436aa401d55c","","","","","","","","","Fast","Popular","Stable","","","Easy to find","Simple","Full of features","Secure","Private","","","Good reputation","On my side","Been using for years","","09/14/2018","3","1","1","2","1","0","2","0","1","0","","40","","","","","","","","","","","","","","","","56","","","","","4","5","","7","","","","","","13","","15","","","","","3","2","2","4","4","0","14","I don't know"
"585","Sep 14, 2018 7:15:58 pm","Sep 14, 2018 7:20:09 pm","Partial","","","English","","","1536977757_5b9c6b5dd7e370.77295923","","","","62.0","1","google-2018","0","ebfabbd6-08d0-4aea-b4bc-c65e1aa48c44","","","","","","","","","Fast","","","","","","","","Secure","Private","Efficient","","","","","","09/14/2018","1","2","","2","2","","1","1","2","","39","","","42","43","","","","","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"586","Sep 14, 2018 7:16:35 pm","Sep 14, 2018 7:23:03 pm","Complete","","","English","","","1536977794_5b9c6b82e86829.79883669","","","","62.0","1","google-2018","1","7a11ab18-3f6a-4139-95ce-b463ad9ab36f","","","Independent","","Customizable","","","Friendly","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/14/2018","2","2","2","2","2","0","0","0","0","0","39","","","","43","44","","","47","","","","51","","","","55","","","","","","","","","","","","","","","","14","","","","","","4","4","4","4","4","6","4","FF only"
"587","Sep 14, 2018 7:15:01 pm","Sep 14, 2018 7:28:20 pm","Complete","","","English","","","1536977701_5b9c6b258d8031.18237817","","","","62.0","1","google-2018","0","879aafe8-3513-4acb-b5dc-519a9f8021b2","","","","","Customizable","","","","Fast","","Stable","","","Easy to find","","","Secure","Private","Efficient","","Good reputation","","","","09/14/2018","3","3","3","3","3","0","0","0","0","0","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","2","2","2","1","4","","10","FF only"
"588","Sep 14, 2018 7:17:15 pm","Sep 14, 2018 7:20:23 pm","Complete","","","English","","","1536977835_5b9c6bab160a88.57434021","","","","62.0","1","google-2018","0","a52317a6-8f04-4542-b562-0e6da8e00fba","","","Independent","","","","","","Fast","","Stable","","","","","","","Private","Efficient","","","","Been using for years","","09/14/2018","3","2","2","2","2","0","1","0","0","0","39","","","","43","","","","","","","50","","","","","","","","","2","","","5","6","","","","","","","","","15","16","17","","","4","4","4","4","4","0","6","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"589","Sep 14, 2018 7:16:38 pm","Sep 14, 2018 7:21:42 pm","Complete","","","English","","","1536977798_5b9c6b860b5148.74294130","","","","61.0.2","1","bing","1","5b9cba03-04ea-4006-af1d-ef6bb6c58fed","","","","","","Different","","","","","Stable","","","","Simple","","","Private","","","","","","","09/14/2018","2","1","2","2","2","0","0","0","0","0","","40","","","43","","45","","","","","","","","53","","55","56","","1","2","3","4","5","","7","","","","","","13","14","15","16","17","","","0","3","0","1","4","10","8","FF only"
"590","Sep 14, 2018 7:17:12 pm","Sep 14, 2018 7:20:03 pm","Complete","","","English","","","1536977832_5b9c6ba8a4d404.85933244","","","","62.0","1","google-2018","1","adbccbfe-b29f-4db5-888b-b600dba982bb","","","","","","","","","","Popular","","","","Easy to find","Simple","Full of features","Secure","Private","","","Good reputation","","","","09/14/2018","3","3","3","0","3","0","0","0","0","0","","","","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","19","4","0","0","0","4","24","24","FF only"
"591","Sep 14, 2018 7:15:43 pm","Sep 14, 2018 7:25:20 pm","Complete","","","English","","","1536977743_5b9c6b4f611315.89468466","","","","62.0","1","google-2018","1","35ed3c0b-2b10-4b25-a79b-ad36444918be","","","","","","","Opensource","Friendly","Fast","","Stable","","","","Simple","Full of features","Secure","","Efficient","","","","","","09/14/2018","2","0","2","1","0","0","0","0","0","0","","40","","","43","","","","","","49","","","","53","","55","","","1","2","3","4","5","","7","","","","","12","","","15","16","17","","","0","3","0","3","3","0","3","FF only"
"592","Sep 14, 2018 7:18:44 pm","Sep 14, 2018 7:22:36 pm","Complete","","","English","","","1536977924_5b9c6c04b80879.93429829","","","","62.0","1","google-2018","1","e08d2256-139f-42fe-972c-e46519dbf16f","","","","","","","Opensource","Friendly","","","","","","","","Full of features","Secure","","","","Good reputation","","Been using for years","","09/14/2018","3","1","1","2","2","0","0","0","0","0","39","40","","","43","","45","","47","","","50","51","","53","54","55","","","","2","3","4","5","6","7","","9","10","","","","","15","16","17","","","4","4","4","4","4","3","1","FF only"
"593","Sep 14, 2018 7:17:42 pm","Sep 14, 2018 7:38:15 pm","Complete","","","English","","","1536977862_5b9c6bc6c70b50.08680921","","","","62.0","1","bing","0","789b1af5-571a-4dc1-89d8-b74ad80b9978","","","","","","","","Friendly","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","","Been using for years","","09/14/2018","2","","","","2","1","2","1","2","","39","40","","","43","","45","","","","49","50","51","","","","55","","","1","2","3","4","5","","7","","","","","12","","","15","16","17","","","0","0","0","0","4","0","12","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"594","Sep 14, 2018 7:18:54 pm","Sep 14, 2018 7:20:04 pm","Partial","","","English","","","1536977934_5b9c6c0e31f431.19692156","","","","62.0","1","google-2018","0","bb7e1f99-32cb-4ce8-adb2-c5435aa401bf","","","","","","","","","","","","","","Easy to find","Simple","","Secure","","","","","","Been using for years","","09/14/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"595","Sep 14, 2018 7:19:25 pm","Sep 14, 2018 7:24:22 pm","Complete","","","English","","","1536977965_5b9c6c2d0e5b74.56216395","","","","62.0","1","google-2018","1","df510613-d7ce-4682-a577-331667ba84f6","","","","","","","","","Fast","","Stable","","","","Simple","","Secure","Private","","","Good reputation","","","","09/14/2018","","0","2","1","0","0","1","0","1","0","39","","","","43","","","","","","","","","","53","","55","","","","2","3","4","5","","7","","","","11","12","","14","15","16","17","","","2","2","0","1","4","0","14","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"596","Sep 14, 2018 7:18:43 pm","Sep 14, 2018 7:25:44 pm","Complete","","","English","","","1536977923_5b9c6c037e2332.47318019","","","","62.0","1","wikipedia","0","aa0c7618-89b3-446c-824a-75f8c8bffe32","","","Independent","","Customizable","","Opensource","","Fast","","Stable","","","","","","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","","09/14/2018","3","3","3","3","3","0","0","1","0","0","39","","","","43","","","","","","","","","","","","","","","","2","","","5","","","","","","","","13","","15","16","17","","","4","4","4","4","4","8","2","FF only"
"597","Sep 14, 2018 7:16:26 pm","Sep 14, 2018 7:26:47 pm","Complete","","","English","","","1536977785_5b9c6b79e75358.32717257","","","","62.0","1","google-2018","0","58c04c98-28be-4760-bd80-c6e699282317","","","","","Customizable","","","","Fast","","Stable","","","","","","Secure","","Efficient","","Good reputation","","","","09/14/2018","2","1","2","1","2","0","0","0","0","0","39","40","","42","43","44","","","47","","49","","","","","","","56","","","2","","4","","","7","","","","","","","","15","","17","","","0","2","0","2","3","1","8","FF only"
"598","Sep 14, 2018 7:19:21 pm","Sep 14, 2018 7:27:59 pm","Complete","","","English","","","1536977961_5b9c6c291d2eb8.74822410","","","","62.0","0","bing","0","d8b4d64e-c6f1-4246-b879-7bc3f9aa638a","","","","","","","","","Fast","","","","","Easy to find","Simple","","Secure","Private","","","Good reputation","","","","09/14/2018","2","1","2","1","","0","0","0","0","0","","","","","43","","","","","","","","","","","","","","","","","","","5","","7","","","","","","13","","","16","17","","","4","3","0","4","4","1","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"599","Sep 14, 2018 7:19:38 pm","Sep 14, 2018 7:29:05 pm","Complete","","","English","","","1536977977_5b9c6c39e99a65.64824291","","","","62.0","0","google-2018","1","a3041635-78f5-4dd8-81e2-1065e5e06fe4","","","","","","","","Friendly","","","Stable","","","Easy to find","","","Secure","","","","Good reputation","","Been using for years","","09/14/2018","3","3","3","","3","","","","3","","","40","","","","","45","","","","49","","51","","","","","","","","2","","","5","","","","","10","","","13","","15","","17","","","4","","4","4","4","2","5","FF only"
"600","Sep 14, 2018 7:20:54 pm","Sep 14, 2018 7:21:56 pm","Partial","","","English","","","1536978054_5b9c6c86719f39.37029568","","","","62.0","1","google-2018","0","0a534db9-3b0f-4678-bc53-74450049292e","","","Independent","","","","Opensource","","","","Stable","","","Easy to find","Simple","","Secure","","Efficient","","Good reputation","","","","09/14/2018","3","3","3","3","3","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601","Sep 14, 2018 7:20:25 pm","Sep 14, 2018 7:26:41 pm","Complete","","","English","","","1536978025_5b9c6c69463710.63614138","","","","62.0","1","google-2018","1","a2c83852-ee29-43fb-b66f-a9ac6136961e","","","Independent","","","","","","Fast","","Stable","","","","","","Secure","Private","","","","","","","09/14/2018","1","1","1","1","2","0","0","0","0","0","39","40","","42","43","","","","","","","","","","53","","","","","","2","3","4","5","","7","","","10","","","13","","15","16","17","","","3","2","2","4","4","3","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"602","Sep 14, 2018 7:21:12 pm","Sep 14, 2018 7:27:05 pm","Complete","","","English","","","1536978072_5b9c6c9838c1d1.67203692","","","","62.0","1","google-2018","0","6faaadf1-1b3b-469f-8a5b-98a6e70c2851","","","Independent","","","","","","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","","Good reputation","","Been using for years","","09/14/2018","2","0","1","1","3","0","1","1","1","0","39","40","","","43","","45","","47","","49","","","","","","55","","","","2","","4","5","","7","","","10","11","","13","","","16","","","","3","3","4","4","2","5","2","FF only"
"603","Sep 14, 2018 7:20:35 pm","Sep 14, 2018 7:28:10 pm","Complete","","","English","","","1536978035_5b9c6c734aeb89.92113542","","","","62.0","1","twitter","0","1df1896d-042d-47ce-ba32-a84b9dd21dbb","","","","","","","Opensource","Friendly","Fast","","Stable","","","","Simple","","Secure","","Efficient","Socially responsible","","On my side","Been using for years","","09/14/2018","0","0","3","0","1","0","0","0","0","0","","","","","43","","","","","48","49","","51","","","","","56","","1","2","3","4","5","","7","","","","","12","13","","15","16","17","","","4","2","2","4","4","0","4","FF only"
"604","Sep 14, 2018 7:21:55 pm","Sep 14, 2018 7:25:55 pm","Complete","","","English","","","1536978114_5b9c6cc2da25a5.32461071","","","","62.0","1","google-2018","0","1dbce2c3-f834-4803-8432-775b48d9b854","","","Independent","","","Different","","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","","Efficient","Socially responsible","Good reputation","","","","09/14/2018","2","2","2","2","2","1","1","1","1","1","","40","","","43","","","","47","","","50","51","","53","","","56","","1","2","3","4","5","","7","","","","11","12","13","14","","","17","","","0","2","2","3","4","0","2","FF only"
"605","Sep 14, 2018 7:22:19 pm","Sep 14, 2018 7:26:53 pm","Complete","","","English","","","1536978139_5b9c6cdbc40215.36800910","","","","62.0","1","google-2018","0","b3134a96-51c4-4409-8560-93b5d9110656","","","","","","","","","","","Stable","","","","","","Secure","Private","","","","","Been using for years","","09/14/2018","2","2","3","2","2","0","1","1","2","0","39","40","","","43","","","","","","","50","","","53","","","","","","2","","4","5","","7","","","","","12","13","","15","16","17","","","4","2","4","4","4","","6","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"606","Sep 14, 2018 7:21:41 pm","Sep 14, 2018 7:28:40 pm","Complete","","","English","","","1536978101_5b9c6cb57129b6.31287329","","","","62.0","0","ddg","0","0929ff80-f783-421c-bf90-d5cbbf3a6569","","","Independent","","","","Opensource","Friendly","Fast","","Stable","","","","Simple","","Secure","","Efficient","Socially responsible","Good reputation","On my side","","","09/14/2018","3","2","2","3","2","0","0","0","0","0","39","40","","","43","","","","47","","","","","","","","","","","","2","3","4","5","","","","9","10","","","13","14","15","16","17","","","4","2","4","4","4","","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"607","Sep 14, 2018 7:22:11 pm","Sep 14, 2018 7:30:17 pm","Complete","","","English","","","1536978131_5b9c6cd3840a95.06011399","","","","62.0","1","google-2018","0","3e21417c-6ec1-46c5-8d16-bb50162ca587","","","","","","","","","Fast","","Stable","","","","Simple","","Secure","","Efficient","","","","","","09/14/2018","1","0","1","0","1","1","1","1","1","1","","40","","","43","","","46","","","","50","","","53","","55","","","","2","3","4","5","6","7","","9","","11","12","13","","15","16","17","","","3","3","4","4","4","6","8","FF only"
"608","Sep 14, 2018 7:23:45 pm","Sep 14, 2018 7:29:08 pm","Complete","","","English","","","1536978225_5b9c6d31b1b6b1.71908344","","","","62.0","0","google-2018","1","f87f1de2-05df-463b-ba6f-0ff243d5da8b","","","","","","","","","","","Stable","","","Easy to find","Simple","","Secure","","Efficient","","","","","","09/14/2018","1","1","1","1","1","0","0","0","0","0","","","","","43","44","","","","","","","","","","","","","","","2","3","","5","","","","","","","","13","14","","","17","","","2","4","2","4","4","4","4","FF only"
"609","Sep 14, 2018 7:24:17 pm","Sep 14, 2018 7:28:26 pm","Complete","","","English","","","1536978257_5b9c6d51568d80.91413369","","","","62.0","0","google-2018","0","c8ecc3ab-bda7-42e6-86c0-a343c5d506ff","","","Independent","","Customizable","","Opensource","","","","Stable","","","","","Full of features","Secure","Private","","","Good reputation","On my side","","","09/14/2018","1","1","1","1","0","0","0","2","1","0","39","40","","","43","","","","","","","50","51","","53","54","55","56","","","2","3","4","5","6","7","","","","","12","13","","15","16","17","","","4","2","4","4","4","4","8","FF only"
"610","Sep 14, 2018 7:23:17 pm","Sep 14, 2018 7:33:22 pm","Complete","","","English","","","1536978197_5b9c6d15ca1c34.99248181","","","","62.0","1","null","0","34c715df-cb8e-46f5-8957-37b3be7f97be","","","","Recommended","","","","","","","","","","Easy to find","Simple","","","","","","","","Been using for years","","09/14/2018","0","0","0","0","0","0","2","2","0","2","39","40","","","","","45","","","","","","","","53","","55","56","","","2","","","5","","","","","","","12","","","","16","17","","","3","4","0","2","4","7","3","FF only"
"611","Sep 14, 2018 7:25:14 pm","Sep 14, 2018 7:25:39 pm","Partial","","","English","","","1536978314_5b9c6d8a640288.75575545","","","","62.0","1","ddg","0","62525b5b-db33-4469-85a1-e655e0797771","","","Independent","","","Different","Opensource","","","","","","","","","","Secure","Private","","Socially responsible","Good reputation","On my side","Been using for years","","09/14/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
